LAT,LON
60.122911,9.794268
44.903018,-85.269613
41.882741,-87.62331
42.297763,-83.486694
41.685244,-88.35631
46.80846,-71.213507
59.934913,30.304841
9.312944,123.300622
52.52395,13.416023
50.633525,6.478929
6.341333,99.732166
30.423836,-91.006553
53.54521,8.570639
44.518357,11.810131
47.264436,11.359004
41.403627,2.174305
37.855613,-25.787906
40.968233,-5.664825
13.4585,144.729766
28.101701,-15.453042
39.996553,-82.991988
37.390882,-5.995423
25.528309,84.862087
52.251083,-1.322822
39.458197,-105.916614
28.414842,-16.558907
36.155937,-86.777305
42.861873,-2.708129
14.724417,-91.155195
41.891543,12.500038
53.588161,-2.480463
51.620681,-0.754108
34.788536,-92.33689
39.746035,-104.993162
53.464336,-2.233609
52.093587,0.130462
37.471724,-5.648689
52.556313,-2.167735
42.999389,11.683609
35.464366,129.144308
44.494484,11.342718
43.033513,-8.508224
42.353596,-71.058819
40.066445,-105.201687
36.685628,-2.754821
35.710175,139.75311
34.834833,-85.479333
-33.969096,151.15282
45.192925,5.71186
44.658015,-63.600111
53.968915,10.880548
-33.450922,-70.654449
37.7755,-122.260334
42.227214,-83.60557
51.500114,-0.121343
52.549166,13.389265
55.653258,12.26984
46.533063,10.490055
35.145389,-111.690058
44.177479,5.272128
47.46686,10.717334
35.80946,10.634765
40.331775,9.677034
41.499192,-5.740034
52.017872,4.707523
42.831305,-8.896822
-34.963956,138.692629
51.812425,-2.715361
38.645349,-90.370488
-6.330568,106.899375
53.4445,-1.501
57.721752,-5.334548
41.728801,-87.793125
42.39722,2.154736
40.532654,-74.342207
51.467255,-112.737236
-34.618954,-58.443692
40.086871,-74.903776
17.49562,-88.181579
46.192391,9.022179
40.948211,-4.11636
45.819458,4.622413
38.986225,-76.942347
34.953704,32.51363
43.912528,12.90542
59.932461,30.288438
40.416894,-3.686749
47.625641,-122.312645
35.084609,-106.65067
56.312537,-3.587722
51.750699,-1.260101
55.761714,-4.158754
43.288827,-2.164564
44.393315,-68.17317
46.979139,7.475337
38.64188,0.053902
46.849214,-121.761302
43.79145,-75.492382
29.1175,-13.5645
1.365579,103.827713
51.482211,-3.181078
45.411333,9.266333
36.964502,-122.015197
36.442275,28.21907
6.991434,100.483774
18.475213,-77.92757
-35.23598,149.082419
55.662597,12.586394
60.127956,18.647403
45.066276,7.682919
41.657146,-4.719432
37.176474,-3.599127
45.485599,-123.966026
50.044683,36.281147
42.378343,-70.984408
42.011833,12.359166
48.402041,2.699353
39.504601,-106.141235
-27.807915,153.434135
39.911974,-0.57043
53.766539,-1.576538
50.163594,-122.820453
45.760532,4.827219
45.158229,10.793375
41.382411,-72.907977
51.902692,4.162058
38.121311,13.358449
36.507014,-111.584701
-6.163083,39.195098
51.465,-0.076
32.808341,34.990253
55.124134,14.899692
50.898119,4.482577
52.316874,5.561656
48.150919,11.682908
56.127638,13.671326
38.889412,-77.049983
49.2383,-121.76
33.764324,-84.352126
36.100989,-75.713996
52.35432,-3.76625
-37.827082,145.352511
69.94987,23.189842
32.098013,-6.487198
48.852092,2.361341
37.759858,-25.694274
38.260373,-85.752282
-2.191002,-79.884048
42.651585,-73.93012
43.956031,-77.325167
41.996687,1.68398
41.895768,12.471746
32.124166,-80.787166
16.566666,104.733333
43.389206,-6.071147
40.770409,-111.890913
41.425931,2.191182
46.847688,-114.0171
51.506245,-0.115603
44.353283,2.577838
47.995333,7.850333
-33.864295,151.217129
39.070112,-106.859378
37.739592,-119.564938
48.206853,16.366399
40.714728,-73.998101
49.4424,1.095972
-3.802252,29.101409
-33.871858,151.206679
35.693256,139.702996
45.021349,-108.25072
40.71698,-74.030342
40.743306,-74.032402
46.318807,8.805971
54.288602,-130.38557
25.665612,-100.309263
47.478147,-122.363147
48.86301,2.371364
-33.639,150.275333
25.66753,-80.155331
61.216056,-149.845275
-19.838814,-43.999439
47.5,19.5
51.235126,-0.570259
47.899455,1.915869
50.774247,-1.984748
42.316289,3.316795
29.953019,-90.068793
-34.775107,150.695171
58.051361,38.846368
52.472285,-1.927285
35.321833,-82.436667
45.583289,-122.76123
28.000862,-81.979894
29.764377,-95.386047
50.573425,3.680419
51.516349,-0.131491
70.056979,25.012865
51.392111,-1.802316
31.351877,-94.676764
35.685501,139.690338
20.691811,-156.444486
37.604508,-112.15599
34.682213,135.187743
45.723678,5.905151
37.394595,140.382399
34.499542,69.863876
37.243243,-119.191875
41.520802,2.102184
45.452424,12.293701
52.53936,-1.271775
52.356869,4.879657
52.372027,4.900383
-22.733905,-46.118634
35.540998,-82.55335
43.39,-80.32
38.99723,-77.288391
53.574887,-1.412097
52.368325,4.897043
22.697654,7.322387
46.494788,9.904518
59.275891,17.906599
59.297933,24.658102
-29.920646,-71.2187
55.987243,-5.207347
51.682953,-1.798292
42.415979,1.129875
55.02544,-1.435829
39.3088,-76.627235
42.462501,-78.933548
45.750512,4.849509
28.489013,34.515561
28.155481,-82.760417
24.345094,124.183853
37.444969,-122.163757
37.526149,-120.85493
39.17649,-120.250446
41.672206,-86.281557
50.161504,3.203458
-8.393922,157.905464
38.374601,20.543274
36.819721,-121.738335
45.057395,-93.013558
52.717682,-4.052066
47.656304,-117.432303
21.200897,94.908657
49.282298,-123.12076
31.200312,29.896398
33.943448,-83.392066
29.425315,-98.500059
-41.291496,174.777915
51.149962,-0.976055
60.792526,11.10045
-18.644882,-43.427753
45.064064,-74.692182
43.691242,-79.57936
68.151088,14.197854
44.503876,6.465265
34.148518,-118.281351
51.11112,17.015161
13.819577,100.562367
26.85838,70.52124
37.761584,-122.39145
51.102915,14.964044
51.066859,-1.323852
31.191,121.490833
51.541077,-0.212656
43.968418,144.324045
34.969249,138.979797
18.28022,99.477783
10.773888,106.708333
50.622323,-2.275629
31.214382,121.441988
-23.644524,-46.669921
41.512309,-81.66364
35.748414,139.802227
38.510387,-122.727607
52.097489,5.124607
38.929235,-77.051603
34.395791,-119.728381
43.480351,-75.341008
43.059587,-87.887325
42.555056,2.271627
24.026004,32.896714
43.019709,16.158657
48.682135,-1.477661
32.224933,-110.973129
51.163558,7.139632
-25.328667,130.998499
44.738426,-93.451337
30.489287,-91.249845
31.252726,121.470336
35.937015,-96.026687
31.961483,104.429168
31.62269,-8.000278
46.048097,-1.411228
1.319444,103.843374
20.763271,-86.95169
51.504775,-0.127984
40.638666,-74.141514
27.24097,33.849906
40.294527,17.764077
32.706991,-117.16243
56.127138,40.409597
35.313234,139.533061
39.660685,66.94725
28.09606,-80.565662
13.803667,100.539667
44.97257,-93.521461
55.821296,49.160814
51.256328,2.958068
44.962353,-93.247919
31.793166,35.189208
42.202072,-83.683891
42.914886,-76.265201
39.528506,-80.342202
48.596691,12.434399
33.998943,-84.048993
53.184371,-0.297403
-31.951999,115.838333
58.35911,12.719432
42.641251,18.109331
27.442478,90.263671
37.469165,-122.211431
38.762884,-9.097344
38.627738,-90.199508
5.473666,100.194666
24.812702,121.239447
46.20823,6.140499
43.647496,-79.386273
51.617111,0.043859
37.800518,-122.437751
42.858286,-6.879501
40.706994,19.95203
48.219313,16.391701
40.714506,-74.009056
37.180304,-3.609094
41.656065,-0.881769
37.79544,-122.395296
52.362268,4.883776
39.848666,-89.764834
56.726644,-6.213541
42.844695,17.711162
51.513833,-0.227
37.877941,-4.778399
51.383553,6.801867
37.764184,-122.464739
18.46699,-66.116216
1.308868,103.816809
45.437565,12.335243
-15.851565,-47.953814
32.385402,-106.478756
33.586693,130.378317
30.277034,-97.748311
47.090695,-1.281967
32.204888,-108.241928
48.85395,2.312428
51.503038,0.003153
32.715698,-117.16172
22.02444,121.555733
46.519421,6.779079
42.869941,-4.169225
47.651596,-122.354278
33.615814,-86.618394
34.284736,-90.773849
37.810077,-122.244107
46.821456,-71.200472
65.583333,22.15
33.75743,-84.396286
38.866667,-77.258667
-36.874127,174.762268
44.29131,-73.985753
23.135694,113.323988
41.612289,1.14251
28.357775,-81.561362
46.024919,7.749481
-23.636975,-65.848617
37.506049,15.084807
51.510451,-0.122222
34.091211,-118.284001
47.359306,4.671678
40.44683,-80.003852
50.360657,-4.743218
-12.067439,-77.05038
43.780978,11.249163
36.1125,-115.172667
-35.339704,149.083786
-1.340209,-48.493652
42.37947,2.620325
44.312213,8.49674
39.977481,-105.275008
32.696888,-117.240858
47.63395,-122.359242
22.44266,114.011456
26.660345,34.049205
25.066655,121.537033
52.508251,13.526819
48.833551,2.323544
26.873199,100.231407
43.295293,5.38918
1.356684,103.988471
-22.175801,166.436862
36.174188,-94.665927
52.091425,0.13235
46.811911,-71.201834
28.372068,83.952026
49.8759,8.679521
34.881873,135.683941
45.23321,11.744771
64.21103,-21.259967
5.410759,100.336227
47.440279,9.359321
52.530843,13.370361
-20.271859,148.724584
37.871228,-122.257018
45.75399,10.370063
25.758213,-80.134878
41.901511,12.466467
51.576302,-0.7867
37.703524,-86.088867
49.284379,-122.942547
41.670138,9.38654
37.814919,-122.356709
38.341761,23.650549
35.685513,-121.169317
49.259696,-123.240272
37.949853,58.373107
51.753181,-0.33776
57.556135,-6.642265
37.458303,-105.031013
38.078047,-97.926249
39.988234,116.26522
56.212694,-2.729287
43.039034,-6.585445
27.764064,86.025009
49.198363,-125.896453
43.369493,16.352119
-8.683869,115.440216
45.425157,-75.700349
50.937891,-1.387538
40.847473,-96.613941
39.29354,-94.441759
41.479272,2.191155
40.776122,-73.910866
38.909368,-77.042212
52.523323,13.369674
-17.806879,25.144443
43.270081,-77.421298
42.960819,-122.150802
52.515372,13.378257
15.260587,73.911037
40.687976,-73.964349
18.785132,98.993245
34.554833,-86.924334
38.187466,-85.187988
42.42485,27.697219
55.944564,-3.194827
36.617,-121.938167
42.374166,-71.12
38.683466,-109.422669
45.807902,126.530456
49.2452,-122.935402
51.535514,-0.096719
43.762241,-79.410402
37.792861,-122.391042
32.080592,-81.091375
34.056293,-118.23748
45.872979,-89.70972
52.05439,1.152362
35.086352,134.912109
45.612634,-122.575236
44.590467,-104.249267
-12.878078,-72.706832
47.448638,8.361905
-25.972127,32.590942
48.891809,2.329101
41.537261,2.101907
39.965789,-75.181224
50.822353,-0.159087
45.507,-122.5855
37.890028,-119.650726
49.274723,-123.12239
30.4842,-97.660692
30.192581,-97.611556
50.81325,4.381077
22.617697,120.754842
45.915034,8.828115
30.280342,-97.738881
21.695628,-158.007838
-31.84643,115.751051
45.680591,13.381379
9.96606,-83.028591
22.378412,114.106299
19.296069,-81.35897
-33.986641,150.113925
37.340425,-121.90581
-23.541779,-46.629431
54.516473,36.249625
41.336864,-73.478279
37.773127,-122.403564
55.755882,-4.15148
40.695167,-73.968333
-3.075594,37.353
-27.25668,153.097014
37.674499,-122.465167
33.801902,-117.913684
4.664799,-74.011116
35.716483,139.772229
59.329042,18.068323
42.290103,-83.739316
41.988779,2.755594
39.987819,116.306105
43.54665,7.030434
50.0475,8.568666
37.389144,-122.083618
34.133103,-116.970491
33.800333,-84.1345
35.485414,139.617519
38.695399,-0.473184
40.964312,-5.663859
56.138567,40.400333
38.707758,-9.136397
52.418726,13.059154
51.407504,-0.340318
34.136228,-118.353829
-23.57325,-46.697044
54.964656,-1.62074
22.539671,104.292783
42.283595,-91.122322
45.804392,126.530227
46.844812,4.43058
38.706791,-9.153381
45.88938,11.472668
-22.722238,-45.574722
48.209388,16.364543
26.990159,33.897457
41.620575,1.841583
34.266261,-119.251152
39.344428,-76.631408
45.549662,11.549645
41.147391,-8.654136
19.453077,-72.696189
-37.799603,144.977989
47.613974,-122.319695
27.727333,-82.74
46.55886,6.679687
43.648683,-79.385662
51.380138,-2.371244
44.410202,8.927561
51.471626,-0.453271
9.765904,100.026397
55.390556,10.38208
50.618974,-2.248249
56.127973,13.670854
44.842523,-0.574137
44.69787,10.630334
-33.462615,-70.660189
35.55604,45.435848
34.144025,-118.145331
38.268375,-85.751037
33.55284,9.961166
41.947721,-87.655867
51.202574,3.224025
23.575769,119.576413
40.730543,-73.992404
52.323537,-0.076389
-25.428702,-49.310932
13.769335,100.506808
41.867587,-87.613713
40.861083,-124.082851
40.637404,14.609327
40.444858,-3.69365
48.077663,20.773987
25.075499,55.131833
48.655911,-2.827155
41.486615,-81.762893
1.365833,103.828333
45.673907,9.231476
43.670448,-79.393814
51.76102,-0.23396
50.821011,-0.132179
44.089557,40.040359
48.881155,-123.314
43.652858,-79.401347
45.508833,-122.654001
39.752044,-104.889938
21.641642,-157.920999
47.255276,-122.439343
40.397581,-3.692049
51.057999,-114.09336
43.536509,-7.040734
5.327878,103.137186
45.912048,6.891431
51.547394,-0.016789
53.855766,-1.475601
54.746591,25.292333
40.396028,-3.664777
49.45274,11.077973
48.201823,16.368727
53.481457,-2.238979
40.021111,116.385
39.219062,-76.846771
55.763343,37.612552
28.033117,-81.953201
38.974113,-74.829101
38.417856,-82.11276
29.894085,-81.31299
38.8765,-104.882167
46.177572,9.373569
40.607795,140.464557
53.20048,5.816316
51.449406,3.558197
53.16819,-3.090709
40.733502,-73.99528
13.387281,103.869724
48.882024,2.336869
59.920215,10.776557
40.7725,-73.982
-20.176571,57.7816
35.648833,139.824
-2.800454,-40.510094
53.559583,-2.323093
51.687097,5.289831
55.72653,-4.993286
51.16231,-0.584185
56.060919,-2.716541
27.442478,90.263671
46.205319,-1.432771
45.438251,12.31849
49.194269,16.597595
43.778468,1.020998
46.434273,4.65668
53.379437,-2.895584
38.640003,-9.237184
34.129603,-118.114807
48.855404,2.31569
33.3215,-111.805334
28.978486,-13.613948
10.00672,76.228637
25.040562,121.56592
63.213829,-151.226806
37.427331,-122.081623
50.848548,4.34904
59.326735,18.074032
52.278319,-1.588382
39.981723,-75.156757
31.257509,-93.971916
42.351182,-71.070004
52.915783,-4.136658
42.26081,-85.62345
70.675133,23.665098
51.513857,-0.098308
48.863776,2.296909
44.404677,8.971205
42.988592,-89.540178
29.952275,-90.078989
49.807859,36.344661
49.8939,10.877489
38.936275,-92.329895
49.281841,-123.0523
37.176609,-3.58979
-23.545798,-46.634104
43.761455,11.265363
38.914833,-77.0455
45.547521,-75.824557
51.929018,-8.570623
65.468169,29.511423
40.440006,-3.671171
38.891,-77.016667
42.620784,-73.824198
42.628059,12.11483
-4.589343,39.421176
36.417155,-5.173037
37.691797,-121.811449
57.848333,12.341
-33.596792,150.75125
41.857792,-87.656742
-33.499749,26.111583
30.047666,31.262166
-33.407312,149.563847
47.501431,19.053039
36.12517,-115.245735
34.084018,-118.36289
41.795888,-87.599015
37.428454,-122.162982
30.159166,-96.407001
37.20579,-6.924004
56.96669,-5.824899
-34.585005,-58.420014
52.375261,4.896381
35.370505,24.468441
52.303391,4.971882
50.320312,1.918573
52.378833,4.882667
40.704546,-74.008294
55.952506,-3.192933
28.410907,-16.562919
48.853844,2.343907
41.401664,2.18629
5.827785,73.134613
51.751643,-1.246486
-23.528536,-46.684189
34.160063,-118.455667
25.26581,121.477203
45.463983,12.258853
-33.866424,151.20964
34.51278,69.173355
48.142265,17.102966
27.066993,-82.448637
61.151922,-149.951791
52.55222,13.374062
35.941045,-78.35241
41.433104,2.191091
34.101597,-118.339796
37.016701,-7.9333
38.507034,-122.324927
41.742627,-73.943481
52.082776,-2.338972
22.630097,120.313858
50.906124,-1.403001
49.270338,-123.145151
44.249355,-76.501586
45.883077,10.844192
45.759399,4.828969
56.01995,-3.772408
25.886667,-80.129501
1.378651,103.787841
53.475225,-1.903123
36.116418,-115.176672
34.566666,135.833333
37.862746,-122.100924
50.337572,5.452394
30.256764,-97.746723
52.375265,4.91739
11.942601,93.00476
45.6195,-73.846364
36.843482,-75.97261
39.317433,-120.32175
29.42403,-95.261335
22.383928,114.188332
63.870206,-21.371068
47.916859,19.834613
38.89641,-77.031948
34.979342,138.383274
47.711089,15.874729
49.14685,-122.264442
44.653909,8.426384
50.792047,30.058593
39.975348,-83.006848
25.204803,55.304946
44.952347,4.720559
36.533226,-5.415143
12.310725,109.231395
37.752258,-119.62738
51.528417,-0.09172
41.872373,-87.624131
40.308466,-122.33727
36.951946,-77.765808
40.763278,-73.984519
22.85735,121.198652
52.528441,13.372013
-22.509187,-43.182921
40.528234,-90.434646
59.455556,-135.315814
52.360401,9.730625
49.637315,18.635344
51.178878,-1.826219
29.894587,-81.313011
-19.977029,-43.973717
52.522905,13.353881
53.235889,-1.644237
53.250555,13.404166
42.906722,-8.714218
27.320401,88.610272
40.7335,-73.9995
40.8399,14.25185
11.985591,92.933607
60.163119,24.947097
25.160074,121.45111
33.77402,-84.364291
37.73854,-105.54881
41.424451,2.482223
25.025961,121.456861
22.388679,114.326187
-33.889726,18.515224
52.114161,9.907962
39.955576,-75.182125
40.954816,-76.886444
47.275298,8.184471
56.158833,10.206999
57.714129,11.954798
25.766344,-80.190823
59.914994,10.739671
37.516167,127.024833
37.7725,-122.429
45.382552,-75.6966
22.997607,120.196566
46.497328,8.290514
44.353329,11.711854
37.139108,-88.073186
22.321076,114.208292
40.816797,-96.704406
32.707938,-97.356108
47.604477,-122.330553
-34.60852,-58.373538
51.478315,-3.18258
33.773908,-84.364297
41.925079,-87.682485
48.822406,2.334734
45.760083,-123.966486
35.994691,-86.785866
35.70653,139.717669
50.927479,6.966327
43.395693,-4.620609
38.91694,-6.353766
9.012504,38.745861
28.632834,-106.103864
48.750331,2.488532
51.6495,-3.315833
13.114255,99.949493
32.881488,-79.98418
51.140833,0.9165
49.456855,-124.734306
53.472204,-2.298706
4.682447,-74.05379
20.838683,-156.912226
43.897706,-69.814252
43.045307,-87.891397
40.88844,-73.90797
38.302061,-85.641174
34.1265,-118.3045
55.855485,12.832996
37.68452,-121.748435
44.759304,-0.4325
61.052096,25.758862
37.420012,-94.717587
36.402701,-93.737014
43.47016,-3.783352
44.285827,15.445232
43.133377,-86.266151
36.01601,-114.73796
51.493638,-0.174407
51.165485,13.678665
45.933083,8.553564
31.790833,35.245245
51.455718,-0.291652
